record_id,source_system,name_as_written,phone,pan,address,linked_account,true_entity_id
REC000224,CORPORATE_BANKING,Sunita Yadav,8914602745,,"398, Avenue, Kolkata, West Bengal - 319830",ACC00138,ENT00072
REC000225,RETAIL_CBS,GEETA VERMA,8723511015,QRFOJ5352W,"923, Layout, Mumbai, Maharashtra - 286731",ACC00139,ENT00071
REC000226,CORPORATE_BANKING,Geeta Verma & Sons,,QRFOJ5352W,,ACC00139,ENT00071
REC000227,WATCHLIST,Verma Geeta,,,"923, Layout, Mumbai, Maharashtra - 286731",ACC00139,ENT00071
REC000228,RETAIL_CBS,A. Saxena,9173593665,HXHGN9375O,"625, Avenue, Bhopal, Madhya Pradesh - 380001",ACC00140,ENT00074
REC000229,CORPORATE_BANKING,Ajay Saena,9173593665,,,ACC00140,ENT00074
REC000230,CORPORATE_BANKING,M. Khan,,JBPTC8308Q,,ACC00141,ENT00073
REC000231,RETAIL_CBS,G. Verma,8723511015,,"923, Layout, Mumbai, Maharashtra - 286731",ACC00142,ENT00071
REC000232,RETAIL_CBS,Saxena Ajay,,HXHGN9375O,,ACC00143,ENT00074
REC000233,RETAIL_CBS,Sunita Ydav,8914602745,,"398, Avenue, Kolkata, West Bengal - 319830",ACC00144,ENT00072
REC000234,CORPORATE_BANKING,Sunita Yaadv,8914602745,,,ACC00144,ENT00072
REC000235,RETAIL_CBS,K. Rao,,,"44, Cross Street, Kolkata, West Bengal - 572256",ACC00145,ENT00075
REC000236,CORPORATE_BANKING,Kavita Rao,9410110973,LPNUG8853L,,ACC00145,ENT00075
REC000237,RETAIL_CBS,MANPREET KHAN,8888690163,JBPTC8308Q,,ACC00146,ENT00073
REC000238,RETAIL_CBS,KAVITA RAO,9410110973,LPNUG8853L,"44, Cross Street, Kolkata, West Bengal - 572256",ACC00147,ENT00075
REC000239,CORPORATE_BANKING,Kavita Rao,9410110973,,"44, Cross Street, Kolkata, West Bengal - 572256",ACC00147,ENT00075
REC000240,RETAIL_CBS,S. Dubey,6795962461,FRBAX8807A,"825, Colony, Chennai, Tamil Nadu - 296605",ACC00148,ENT00077
REC000241,RETAIL_CBS,Patel Kalpana,9001617604,NGPBF2075G,"854, Extension, Patna, Bihar - 385368",ACC00149,ENT00078
REC000242,RETAIL_CBS,Patel Kalpana,9001617604,NGPBF2075G,"854, Extension, Patna, Bihar - 385368",ACC00150,ENT00078
REC000243,CORPORATE_BANKING,Kalpana Patl,,NGPBF2075G,"854, Extension, Patna, Bihar - 385368",ACC00150,ENT00078
REC000244,RETAIL_CBS,Vinod Jain & Sons,6529943291,PEUJO8215M,"208, Colony, Mumbai, Maharashtra - 322213",ACC00151,ENT00079
REC000245,CORPORATE_BANKING,Jain Vinod,6529943291,PEUJO8215M,"208, Colony, Mumbai, Maharashtra - 322213",ACC00151,ENT00079
REC000246,RETAIL_CBS,Vinod Jian,6529943291,PEUJO8215M,,ACC00152,ENT00079
REC000247,CORPORATE_BANKING,Vinod Jain,6529943291,PEUJO8215M,"208, Colony, Mumbai, Maharashtra - 322213",ACC00152,ENT00079
REC000248,RETAIL_CBS,SABIHA MALIK,8737618755,AONVK0784F,"17, Extension, Chennai, Tamil Nadu - 494174",ACC00153,ENT00080
REC000249,RETAIL_CBS,Priya Pillai & Sons,,QRFWG7091U,"946, Colony, Hyderabad, Telangana - 404386",ACC00154,ENT00081
REC000250,CORPORATE_BANKING,PRIYA PILLAI,8830105794,QRFWG7091U,"946, Colony, Hyderabad, Telangana - 404386",ACC00154,ENT00081
REC000251,RETAIL_CBS,Priya Pilai,8830105794,QRFWG7091U,,ACC00155,ENT00081
REC000252,CORPORATE_BANKING,Priya Pillai,8830105794,QRFWG7091U,"946, Colony, Hyderabad, Telangana - 404386",ACC00155,ENT00081
REC000253,CORPORATE_BANKING,JOSEPH NAIR,6845901684,OZQHS9196T,"714, Layout, Chandigarh, Punjab - 240860",ACC00156,ENT00082
REC000254,CORPORATE_BANKING,Pandey Divya,9382917079,GLAVB7063U,"45, Layout, Chennai, Tamil Nadu - 466730",ACC00157,ENT00083
REC000255,RETAIL_CBS,Ritu Malhora,7559369480,PHFDA6459Y,,ACC00158,ENT00084
REC000256,CORPORATE_BANKING,Malhotra Ritu,7559369480,,"175, Extension, Mumbai, Maharashtra - 284876",ACC00158,ENT00084
REC000257,CORPORATE_BANKING,Nisha Pillai & Sons,6846385048,FMCFY6781Z,"271, Avenue, Chennai, Tamil Nadu - 347056",ACC00159,ENT00085
REC000258,CORPORATE_BANKING,Ravi Nair & Sons,9620986094,IIVOO4622Y,"470, Main Road, Ahmedabad, Gujarat - 429471",ACC00160,ENT00086
REC000259,RETAIL_CBS,RAVI NAIR,9620986094,IIVOO4622Y,"470, Main Road, Ahmedabad, Gujarat - 429471",ACC00161,ENT00086
REC000260,RETAIL_CBS,Swati Iyre,6726843474,MYVUW1665K,"876, Avenue, Jaipur, Rajasthan - 371467",ACC00162,ENT00087
REC000261,CORPORATE_BANKING,S. Iyer,6726843474,,"876, Avenue, Jaipur, Rajasthan - 371467",ACC00162,ENT00087
REC000262,CORPORATE_BANKING,RAMESH SAXENA,9573075746,,,ACC00163,ENT00088
REC000263,RETAIL_CBS,RAMESH SAXENA,,RGTQT4314Z,"741, Extension, Mysuru, Karnataka - 111590",ACC00164,ENT00088
REC000264,RETAIL_CBS,ANJALI GILL,7770765132,OPSPZ1587N,"750, Extension, Delhi, Delhi - 241061",ACC00165,ENT00089
REC000265,RETAIL_CBS,FAISAL DAS,8929494732,,,ACC00166,ENT00090
REC000266,CORPORATE_BANKING,Das Faisal,8929494732,,,ACC00166,ENT00090
REC000267,CORPORATE_BANKING,Muthu Bose,,FTCQS1680I,"534, Main Road, Mumbai, Maharashtra - 202699",ACC00167,ENT00091
REC000268,RETAIL_CBS,I. Kaur,,BHCMF3399W,"217, Extension, Kolkata, West Bengal - 603807",ACC00168,ENT00092
REC000269,CORPORATE_BANKING,Simran Mukherje,7690133883,,,ACC00169,ENT00093
REC000270,RETAIL_CBS,Saxena Gopal,6921800427,JBBYJ9706T,"2, Cross Street, Thiruvananthapuram, Kerala - 436232",ACC00170,ENT00094
REC000271,CORPORATE_BANKING,G. Saxena,6921800427,JBBYJ9706T,"2, Cross Street, Thiruvananthapuram, Kerala - 436232",ACC00170,ENT00094
REC000272,RETAIL_CBS,Sowmya Sengupta & Sons,8041150139,PHXXJ1831L,"396, Cross Street, Bengaluru, Karnataka - 321496",ACC00171,ENT00095
REC000273,CORPORATE_BANKING,S. Sengupta,8041150139,,"396, Cross Street, Bengaluru, Karnataka - 321496",ACC00171,ENT00095
REC000274,RETAIL_CBS,HARISH KAUR,7274821853,DIYSC9832I,,ACC00172,ENT00096
REC000275,CORPORATE_BANKING,H. Kaur,7274821853,DIYSC9832I,"654, Colony, Surat, Gujarat - 318675",ACC00172,ENT00096
REC000276,RETAIL_CBS,HARISH KAUR,7274821853,DIYSC9832I,"654, Colony, Surat, Gujarat - 318675",ACC00173,ENT00096
REC000277,RETAIL_CBS,Thomas Dhillon & Sons,,INOSG1447O,"771, Avenue, Delhi, Delhi - 356581",ACC00174,ENT00097
REC000278,CORPORATE_BANKING,Thomas Dhllon,6679385330,INOSG1447O,"771, Avenue, Delhi, Delhi - 356581",ACC00174,ENT00097
REC000279,RETAIL_CBS,Tiwari Amandeep,6438096327,XGGCU1349M,,ACC00175,ENT00098
REC000280,CORPORATE_BANKING,Amandeep Tiwari,6438096327,,"453, Layout, Hyderabad, Telangana - 626650",ACC00176,ENT00098
REC000281,RETAIL_CBS,Radha Pillai & Sns,,WVPQA1046S,,ACC00177,ENT00099
REC000282,CORPORATE_BANKING,RADHA PILLAI & SONS,9734563531,WVPQA1046S,"507, Main Road, Ahmedabad, Gujarat - 365113",ACC00177,ENT00099
REC000283,CORPORATE_BANKING,RAHUL AHMED,,MGPYG2748N,"55, Avenue, Bhopal, Madhya Pradesh - 357648",ACC00178,ENT00100
REC000284,RETAIL_CBS,Aarti Basnal,9024691018,JKJKG5147R,,ACC00179,ENT00101
REC000285,CORPORATE_BANKING,Aarti Bansal & Sons,9024691018,JKJKG5147R,"644, Colony, Surat, Gujarat - 494506",ACC00179,ENT00101
REC000286,RETAIL_CBS,Bansal Aarti,9024691018,,,ACC00180,ENT00101
REC000287,CORPORATE_BANKING,Aarti Bansal & Sons,,,"644, Colony, Surat, Gujarat - 494506",ACC00180,ENT00101
REC000288,RETAIL_CBS,Priya Varghese & Sons,6202524735,DUJHK3182U,"125, Avenue, Mumbai, Maharashtra - 176531",ACC00181,ENT00102
REC000289,RETAIL_CBS,Sunil Deai,9133476914,ADTNM2411L,"538, Extension, Thiruvananthapuram, Kerala - 346467",ACC00182,ENT00103
REC000290,CORPORATE_BANKING,S. Desai,9133476914,ADTNM2411L,"538, Extension, Thiruvananthapuram, Kerala - 346467",ACC00182,ENT00103
REC000291,RETAIL_CBS,KAVITA DAS,7619069286,BCIQI8625U,"88, Colony, Surat, Gujarat - 394314",ACC00183,ENT00104
REC000292,CORPORATE_BANKING,Kavita Das,7619069286,BCIQI8625U,"88, Colony, Surat, Gujarat - 394314",ACC00183,ENT00104
REC000293,CORPORATE_BANKING,SUNIL DHILLON,8547207257,UYPTY1602S,,ACC00184,ENT00105
REC000294,RETAIL_CBS,Pankaj Ahmed & Sons,6936361733,,,ACC00185,ENT00106
REC000295,CORPORATE_BANKING,P. Ahmed,6936361733,,,ACC00185,ENT00106
REC000296,CORPORATE_BANKING,Khan Kiran,8287338229,,"770, Extension, Jaipur, Rajasthan - 633079",ACC00186,ENT00107
REC000297,RETAIL_CBS,GURPREET BANERJEE,9420110212,,"335, Cross Street, Coimbatore, Tamil Nadu - 435673",ACC00187,ENT00108
REC000298,CORPORATE_BANKING,Gurpreet Banerjee,9420110212,,"335, Cross Street, Coimbatore, Tamil Nadu - 435673",ACC00187,ENT00108
REC000299,RETAIL_CBS,Ravi Sandhu & Sons,,TIKMP1046D,,ACC00188,ENT00109
REC000300,CORPORATE_BANKING,R. Sandhu,7705596747,,"395, Avenue, Bhopal, Madhya Pradesh - 515310",ACC00188,ENT00109
REC000301,RETAIL_CBS,Kavita Agarwal,8692801941,FJCNZ5517L,"3, Main Road, Kolkata, West Bengal - 471639",ACC00189,ENT00110
REC000302,CORPORATE_BANKING,Kavita Agrwal,8692801941,FJCNZ5517L,"3, Main Road, Kolkata, West Bengal - 471639",ACC00189,ENT00110
REC000303,RETAIL_CBS,RITU CHATTERJEE,,UMZOS8796Z,"408, Extension, Nagpur, Maharashtra - 256972",ACC00190,ENT00111
REC000304,CORPORATE_BANKING,R. Chatterjee,8552036885,UMZOS8796Z,"408, Extension, Nagpur, Maharashtra - 256972",ACC00190,ENT00111
REC000305,RETAIL_CBS,Ritu Chatterjee & Sons,8552036885,,"408, Extension, Nagpur, Maharashtra - 256972",ACC00191,ENT00111
REC000306,CORPORATE_BANKING,Chatterjee Ritu,,UMZOS8796Z,"408, Extension, Nagpur, Maharashtra - 256972",ACC00191,ENT00111
REC000307,RETAIL_CBS,Susan Anari,6717346773,ILKFG8240N,"833, Layout, Coimbatore, Tamil Nadu - 384864",ACC00192,ENT00112
REC000308,CORPORATE_BANKING,Susan Ansair,,ILKFG8240N,"833, Layout, Coimbatore, Tamil Nadu - 384864",ACC00192,ENT00112
REC000309,RETAIL_CBS,Susan Anasri,,ILKFG8240N,"833, Layout, Coimbatore, Tamil Nadu - 384864",ACC00193,ENT00112
REC000310,CORPORATE_BANKING,S. Ansari,6717346773,,"833, Layout, Coimbatore, Tamil Nadu - 384864",ACC00193,ENT00112
REC000311,RETAIL_CBS,Shobha Pillia & Sons,9161133939,,,ACC00194,ENT00113
REC000312,RETAIL_CBS,Susan Bose & Sons,,OIHNS1461J,"274, Cross Street, Delhi, Delhi - 425723",ACC00195,ENT00114
REC000313,CORPORATE_BANKING,SUSAN BOSE,6628604101,,"274, Cross Street, Delhi, Delhi - 425723",ACC00195,ENT00114
REC000314,CORPORATE_BANKING,G. Menon,,NVHRL0438G,"788, Main Road, Lucknow, Uttar Pradesh - 648182",ACC00196,ENT00115
REC000315,CORPORATE_BANKING,Thomas Bansal & Sons,6693605194,ZUJPV6306D,"989, Avenue, Kochi, Kerala - 261564",ACC00197,ENT00116
REC000316,CORPORATE_BANKING,Das Imran,6615690320,,"853, Main Road, Pune, Maharashtra - 188452",ACC00198,ENT00117
REC000317,RETAIL_CBS,Imran Das,6615690320,EOTTY9983R,"853, Main Road, Pune, Maharashtra - 188452",ACC00199,ENT00117
REC000318,CORPORATE_BANKING,IMRAN DAS,6615690320,EOTTY9983R,"853, Main Road, Pune, Maharashtra - 188452",ACC00199,ENT00117
REC000319,RETAIL_CBS,Sneha Verma,7745984967,,"79, Cross Street, Surat, Gujarat - 458847",ACC00200,ENT00118
REC000320,CORPORATE_BANKING,Sneha Vrma,7745984967,AVOVV3564C,,ACC00200,ENT00118
REC000321,RETAIL_CBS,Ramesh Chattrjee,,,"240, Nagar, Jaipur, Rajasthan - 303212",ACC00201,ENT00119
REC000322,CORPORATE_BANKING,Chatterjee Ramesh,9107033745,,"240, Nagar, Jaipur, Rajasthan - 303212",ACC00201,ENT00119
REC000323,CORPORATE_BANKING,RAMESH CHATTERJEE,9107033745,FSZWP9099U,"240, Nagar, Jaipur, Rajasthan - 303212",ACC00202,ENT00119
REC000324,RETAIL_CBS,R. Chatterjee,9107033745,FSZWP9099U,,ACC00203,ENT00119
REC000325,CORPORATE_BANKING,Ramesh Chatterjee,,FSZWP9099U,"240, Nagar, Jaipur, Rajasthan - 303212",ACC00203,ENT00119
REC000326,CORPORATE_BANKING,Chatterjee Nisha,6496072750,JHBMH7855L,"597, Nagar, Hyderabad, Telangana - 507819",ACC00204,ENT00120
REC000327,RETAIL_CBS,Faisal Cahtterjee,8686816579,PZCJG3210A,"810, Main Road, Madurai, Tamil Nadu - 410851",ACC00205,ENT00121
REC000328,CORPORATE_BANKING,Faisal Chatterjee,8686816579,PZCJG3210A,"810, Main Road, Madurai, Tamil Nadu - 410851",ACC00205,ENT00121
REC000329,RETAIL_CBS,Ramesh Sengupta,8252956017,,"826, Main Road, Kolkata, West Bengal - 408303",ACC00206,ENT00122
REC000330,CORPORATE_BANKING,Sengupta Ramesh,8252956017,HGRNB7264I,"826, Main Road, Kolkata, West Bengal - 408303",ACC00206,ENT00122
REC000331,RETAIL_CBS,RAMESH SENGUPTA,8252956017,HGRNB7264I,"826, Main Road, Kolkata, West Bengal - 408303",ACC00207,ENT00122
REC000332,CORPORATE_BANKING,Ramesh Segnupta,8252956017,,,ACC00207,ENT00122
REC000333,CORPORATE_BANKING,Swati Kahn,8160344886,,"322, Nagar, Kolkata, West Bengal - 287276",ACC00208,ENT00123
REC000334,RETAIL_CBS,Amit Saxena,,PCWGY6281I,"214, Main Road, Thiruvananthapuram, Kerala - 686322",ACC00209,ENT00124
REC000335,CORPORATE_BANKING,A. Saxena,,PCWGY6281I,"214, Main Road, Thiruvananthapuram, Kerala - 686322",ACC00209,ENT00124
REC000336,RETAIL_CBS,Gaurav Desai,9501865285,IBVTY1989R,,ACC00210,ENT00125
REC000337,RETAIL_CBS,LAKSHMI GHOSH,,KULQX6680S,"634, Extension, Surat, Gujarat - 280008",ACC00211,ENT00126
REC000338,CORPORATE_BANKING,L. Ghosh,6044745369,KULQX6680S,,ACC00211,ENT00126
REC000339,RETAIL_CBS,Yadav Gurpreet,8439946388,PQIIX5265D,"314, Colony, Kolkata, West Bengal - 300300",ACC00212,ENT00127
REC000340,CORPORATE_BANKING,GURPREET YADAV,8439946388,,"314, Colony, Kolkata, West Bengal - 300300",ACC00212,ENT00127
REC000341,RETAIL_CBS,Kritika Chauhn,,BPILQ8842U,"256, Main Road, Ahmedabad, Gujarat - 578443",ACC00213,ENT00128
REC000342,CORPORATE_BANKING,K. Chauhan,,BPILQ8842U,,ACC00213,ENT00128
REC000343,RETAIL_CBS,Priya Trievdi,,ZELAN6276P,"339, Extension, Lucknow, Uttar Pradesh - 318014",ACC00214,ENT00129
REC000344,CORPORATE_BANKING,Priya Trivei,8071161909,,,ACC00214,ENT00129
REC000345,RETAIL_CBS,Rajesh Agarwal,9153307176,FTELI0097J,,ACC00215,ENT00130
REC000346,CORPORATE_BANKING,Rajesh Agarwl,9153307176,FTELI0097J,,ACC00215,ENT00130
REC000347,RETAIL_CBS,Aarti Shah,9061674840,GEZVR0015A,"887, Extension, Nagpur, Maharashtra - 304342",ACC00216,ENT00131
REC000348,CORPORATE_BANKING,Aarti Shah & Sons,,GEZVR0015A,"887, Extension, Nagpur, Maharashtra - 304342",ACC00216,ENT00131
REC000349,CORPORATE_BANKING,Pillai Anita,6659748012,,"944, Main Road, Kochi, Kerala - 459895",ACC00217,ENT00132
REC000350,RETAIL_CBS,Vikram Dubey,,OUIRA4509Z,,ACC00218,ENT00133
REC000351,CORPORATE_BANKING,VIKRAM DUBEY,,OUIRA4509Z,"743, Extension, Madurai, Tamil Nadu - 361981",ACC00218,ENT00133
REC000352,CORPORATE_BANKING,PADMA CHAUHAN,8550950501,MFIBN4879B,"465, Nagar, Hyderabad, Telangana - 400106",ACC00219,ENT00134
REC000353,RETAIL_CBS,Zubair Kuar,,SXYYU2077U,"233, Extension, Bengaluru, Karnataka - 110703",ACC00220,ENT00135
REC000354,CORPORATE_BANKING,Kaur Zubair,6751944763,SXYYU2077U,"233, Extension, Bengaluru, Karnataka - 110703",ACC00220,ENT00135
REC000355,RETAIL_CBS,Zubair Kaur,6751944763,SXYYU2077U,"233, Extension, Bengaluru, Karnataka - 110703",ACC00221,ENT00135
REC000356,CORPORATE_BANKING,Zubair Karu,6751944763,,"233, Extension, Bengaluru, Karnataka - 110703",ACC00221,ENT00135
REC000357,RETAIL_CBS,Malhotra Zubair,7207421458,NKUAA3855P,"638, Colony, Kochi, Kerala - 422365",ACC00222,ENT00136
REC000358,CORPORATE_BANKING,Z. Malhotra,,NKUAA3855P,"638, Colony, Kochi, Kerala - 422365",ACC00222,ENT00136
REC000359,RETAIL_CBS,Z. Malhotra,7207421458,NKUAA3855P,"638, Colony, Kochi, Kerala - 422365",ACC00223,ENT00136
REC000360,CORPORATE_BANKING,Zubair Malohtra,7207421458,NKUAA3855P,,ACC00223,ENT00136
REC000361,RETAIL_CBS,Zubair Malhorta,7207421458,NKUAA3855P,"638, Colony, Kochi, Kerala - 422365",ACC00224,ENT00136
REC000362,RETAIL_CBS,Iyer Swati,6793095366,,"604, Layout, Surat, Gujarat - 244076",ACC00225,ENT00137
REC000363,RETAIL_CBS,Bose Neha,7940977098,EIAGL7616C,"571, Avenue, Mysuru, Karnataka - 696604",ACC00226,ENT00138
REC000364,RETAIL_CBS,JASPREET QURESHI,9227454066,,"324, Main Road, Patna, Bihar - 640204",ACC00227,ENT00139
REC000365,CORPORATE_BANKING,Jaspreet Qureshi & Sons,9227454066,,"324, Main Road, Patna, Bihar - 640204",ACC00227,ENT00139
REC000366,RETAIL_CBS,Harish Thomas,7618859767,APTHI5149E,"461, Main Road, Surat, Gujarat - 129785",ACC00228,ENT00140
REC000367,CORPORATE_BANKING,Harish Tohmas,7618859767,APTHI5149E,"461, Main Road, Surat, Gujarat - 129785",ACC00228,ENT00140
REC000368,RETAIL_CBS,H. Thomas,7618859767,APTHI5149E,"461, Main Road, Surat, Gujarat - 129785",ACC00229,ENT00140
REC000369,CORPORATE_BANKING,Harish Thmoas,7618859767,APTHI5149E,"461, Main Road, Surat, Gujarat - 129785",ACC00229,ENT00140
REC000370,RETAIL_CBS,Harish Thoas,7618859767,APTHI5149E,"461, Main Road, Surat, Gujarat - 129785",ACC00230,ENT00140
REC000371,RETAIL_CBS,SANJAY AGARWAL,7863178557,GVPMV1879V,,ACC00231,ENT00141
REC000372,RETAIL_CBS,SANJAY AGARWAL,7863178557,GVPMV1879V,"471, Cross Street, Bhopal, Madhya Pradesh - 246348",ACC00232,ENT00141
REC000373,CORPORATE_BANKING,Srinivas Ghosh & Sons,9709325134,NCCPA9784F,"168, Colony, Madurai, Tamil Nadu - 476588",ACC00233,ENT00142
REC000374,RETAIL_CBS,Srinivas Ghohs,9709325134,NCCPA9784F,"168, Colony, Madurai, Tamil Nadu - 476588",ACC00234,ENT00142
REC000375,CORPORATE_BANKING,Srinivas Gosh,9709325134,NCCPA9784F,"168, Colony, Madurai, Tamil Nadu - 476588",ACC00234,ENT00142
REC000376,RETAIL_CBS,Sneha Agaral,8181111611,USTEJ8478A,"488, Main Road, Chennai, Tamil Nadu - 687402",ACC00235,ENT00143
REC000377,CORPORATE_BANKING,Sneha Agarwal,8181111611,USTEJ8478A,"488, Main Road, Chennai, Tamil Nadu - 687402",ACC00235,ENT00143
REC000378,RETAIL_CBS,Iyer Imran,9899047710,,"697, Nagar, Mysuru, Karnataka - 467565",ACC00236,ENT00144
REC000379,CORPORATE_BANKING,Imran Iyer,9899047710,QUTRA0238B,"697, Nagar, Mysuru, Karnataka - 467565",ACC00236,ENT00144
REC000380,RETAIL_CBS,Imran Iyer & Sons,9899047710,QUTRA0238B,"697, Nagar, Mysuru, Karnataka - 467565",ACC00237,ENT00144
REC000381,CORPORATE_BANKING,Imran Iyer,9899047710,QUTRA0238B,"697, Nagar, Mysuru, Karnataka - 467565",ACC00237,ENT00144
REC000382,CORPORATE_BANKING,Iyer Imran,9899047710,,"697, Nagar, Mysuru, Karnataka - 467565",ACC00238,ENT00144
REC000383,RETAIL_CBS,Faisal Naidu & Sons,8511101600,HOJPQ6542X,"917, Cross Street, Mysuru, Karnataka - 495454",ACC00239,ENT00145
REC000384,CORPORATE_BANKING,Faisal Nidu,8511101600,HOJPQ6542X,"917, Cross Street, Mysuru, Karnataka - 495454",ACC00239,ENT00145
REC000385,RETAIL_CBS,Faisal Naidu & Sons,8511101600,HOJPQ6542X,"917, Cross Street, Mysuru, Karnataka - 495454",ACC00240,ENT00145
REC000386,CORPORATE_BANKING,Faisal Nidu,8511101600,HOJPQ6542X,"917, Cross Street, Mysuru, Karnataka - 495454",ACC00240,ENT00145
REC000387,RETAIL_CBS,N. Malik,,WDFQC3904I,"807, Layout, Patna, Bihar - 180237",ACC00241,ENT00146
REC000388,CORPORATE_BANKING,Neha Maik,,WDFQC3904I,,ACC00241,ENT00146
REC000389,RETAIL_CBS,Neha Malk,9434973644,WDFQC3904I,"807, Layout, Patna, Bihar - 180237",ACC00242,ENT00146
REC000390,CORPORATE_BANKING,Malik Neha,9434973644,WDFQC3904I,,ACC00242,ENT00146
REC000391,RETAIL_CBS,Usha Tiwri,7778695754,,,ACC00243,ENT00147
REC000392,CORPORATE_BANKING,U. Tiwari,7778695754,VEREV2468I,,ACC00243,ENT00147
REC000393,RETAIL_CBS,Usha Tiwari & Sons,7778695754,VEREV2468I,"659, Main Road, Mysuru, Karnataka - 434543",ACC00244,ENT00147
REC000394,CORPORATE_BANKING,USHA TIWARI,7778695754,VEREV2468I,,ACC00244,ENT00147
REC000395,RETAIL_CBS,Harleen Mukhejee,,XXAGF2913O,"929, Colony, Mysuru, Karnataka - 309666",ACC00245,ENT00148
REC000396,CORPORATE_BANKING,Harleen Mukherjee,8229324848,XXAGF2913O,,ACC00245,ENT00148
REC000397,RETAIL_CBS,Manoj Reddy,,,"784, Colony, Pune, Maharashtra - 112875",ACC00246,ENT00149
REC000398,CORPORATE_BANKING,Manoj Redy,,PRHDA7548T,,ACC00246,ENT00149
REC000399,RETAIL_CBS,MANOJ REDDY,7338571884,,"784, Colony, Pune, Maharashtra - 112875",ACC00247,ENT00149
REC000400,RETAIL_CBS,R. Das,7078303403,UYQQU4459C,"914, Extension, Jaipur, Rajasthan - 480679",ACC00248,ENT00150
REC000401,CORPORATE_BANKING,RADHA DAS,,UYQQU4459C,,ACC00248,ENT00150
REC000402,RETAIL_CBS,R. Das,7078303403,UYQQU4459C,"914, Extension, Jaipur, Rajasthan - 480679",ACC00249,ENT00150
REC000403,RETAIL_CBS,Ravi Meon,,VLLIH9048L,"634, Avenue, Kochi, Kerala - 335148",ACC00250,ENT00151
REC000404,CORPORATE_BANKING,Ravi Menon & Sons,8187059310,VLLIH9048L,"634, Avenue, Kochi, Kerala - 335148",ACC00250,ENT00151
REC000405,RETAIL_CBS,Vijay Iyer,8759364679,WPGKQ4549L,"259, Layout, Hyderabad, Telangana - 137206",ACC00251,ENT00152
REC000406,CORPORATE_BANKING,Iyer Vijay,8759364679,WPGKQ4549L,"259, Layout, Hyderabad, Telangana - 137206",ACC00251,ENT00152
REC000407,RETAIL_CBS,R. Mukherjee,9821408204,,,ACC00252,ENT00153
REC000408,CORPORATE_BANKING,Mukherjee Ramesh,9821408204,TYYRZ2541G,,ACC00252,ENT00153
REC000409,RETAIL_CBS,Venkatesh Singh,,NKWZL5621G,,ACC00253,ENT00154
REC000410,RETAIL_CBS,VENKATESH SINGH,9728066943,,"49, Cross Street, Ahmedabad, Gujarat - 132157",ACC00254,ENT00154
REC000411,RETAIL_CBS,Harish Sengupa,6580152398,XJSZG8662D,"694, Colony, Mysuru, Karnataka - 469813",ACC00255,ENT00155
REC000412,CORPORATE_BANKING,H. Sengupta,,XJSZG8662D,,ACC00255,ENT00155
REC000413,CORPORATE_BANKING,I. Pandey,7000616946,,,ACC00256,ENT00156
REC000414,RETAIL_CBS,Irfan Pandy,7000616946,NDLPF6291F,"256, Main Road, Nagpur, Maharashtra - 153934",ACC00257,ENT00156
REC000415,CORPORATE_BANKING,Irfan Pnadey,,NDLPF6291F,"256, Main Road, Nagpur, Maharashtra - 153934",ACC00257,ENT00156
REC000416,RETAIL_CBS,Anna Naidu,6123524855,LXQMY3998M,"260, Layout, Madurai, Tamil Nadu - 134040",ACC00258,ENT00157
REC000417,CORPORATE_BANKING,SRINIVAS AHMED,6304080085,FVIYU5793O,"580, Avenue, Coimbatore, Tamil Nadu - 476841",ACC00259,ENT00158
REC000418,CORPORATE_BANKING,JOSEPH SAXENA,8357242405,GLYYT2553D,"53, Main Road, Patna, Bihar - 613422",ACC00260,ENT00159
REC000419,RETAIL_CBS,Khan Imran,7916497876,LDAXT2275V,"208, Colony, Lucknow, Uttar Pradesh - 301930",ACC00261,ENT00160
REC000420,CORPORATE_BANKING,IMRAN KHAN,7916497876,,"208, Colony, Lucknow, Uttar Pradesh - 301930",ACC00262,ENT00160
REC000421,CORPORATE_BANKING,J. Kapoor,7750707453,AILVM2451J,"867, Avenue, Thiruvananthapuram, Kerala - 654650",ACC00263,ENT00161
REC000422,RETAIL_CBS,Jaspreet Kapoor & Sons,7750707453,,"867, Avenue, Thiruvananthapuram, Kerala - 654650",ACC00264,ENT00161
REC000423,CORPORATE_BANKING,Jaspreet Kaoor,7750707453,,,ACC00264,ENT00161
REC000424,RETAIL_CBS,JASPREET KAPOOR,7750707453,,"867, Avenue, Thiruvananthapuram, Kerala - 654650",ACC00265,ENT00161
REC000425,RETAIL_CBS,Zeenat Bhatt & Sons,6447716162,EHFVV0285P,"322, Main Road, Surat, Gujarat - 671080",ACC00266,ENT00162
REC000426,CORPORATE_BANKING,Zeenat Bhtat,6447716162,EHFVV0285P,"322, Main Road, Surat, Gujarat - 671080",ACC00266,ENT00162
REC000427,RETAIL_CBS,Irfan Saxean,8697651064,HXICU9856L,"194, Cross Street, Madurai, Tamil Nadu - 116616",ACC00267,ENT00163
REC000428,CORPORATE_BANKING,Irfan Saxena & Sons,8697651064,,"194, Cross Street, Madurai, Tamil Nadu - 116616",ACC00267,ENT00163
REC000429,RETAIL_CBS,I. Saxena,8697651064,HXICU9856L,"194, Cross Street, Madurai, Tamil Nadu - 116616",ACC00268,ENT00163
REC000430,CORPORATE_BANKING,Irfan Saxena,8697651064,HXICU9856L,"194, Cross Street, Madurai, Tamil Nadu - 116616",ACC00268,ENT00163
